HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.corpus_id,Input.file_id,Input.token_id,Input.sentence,Input.token,Input.begin,Input.end,Answer.sentiment.label,Approve,Reject,,,,,,,,,,
3X2YVV51PU46GLY3ILB2G8CH0TL1WH,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:19 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:19 PDT 2020,,,3TUI152ZZBN3I80AWFHXD3PGGHTQ1G,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:48 PDT 2020,Tue Jul 07 06:51:51 PDT 2020,Fri Jul 10 06:51:51 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Neurosci-7-_-1420314.nxml,1,"ADAM11-deficient mice survived more than one year without ataxia or tremor, showed no abnormalities in body weight gain, spontaneous motor activity, muscle strength, or walking patterns, and exhibited no apparent anatomical-histological changes.",changes,237,244,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3PKJ68EHDNWVECJIDBV8J5YGFM8HJ1,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:30 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:30 PDT 2020,,,3QIYRE09Y3HIFBNIGNPG99UBB671N5,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:51 PDT 2020,Tue Jul 07 06:51:54 PDT 2020,Fri Jul 10 06:51:54 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Neurosci-4-_-149366.nxml,1,"MX generated the null mutation, bred all the mice used for this study and generated the statistical data and the immunocytochemical data with MyoVII, AM conducted the tract tracing studies of cochlear afferents and helped with the histological analysis and assembly of image plates, UP carried out the in situ hybridization for neurotrophins and assembled the plates for these data, BF wrote the manuscript, carried out most of the neuronal tracing and immunocytochemistry for acetylated tubulin and data presentation.",hybridization,310,323,Very Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3087LXLJ6MG4YARQWDX2YF770YPF0U,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:31 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:31 PDT 2020,,,3G2UL9A02DEOJCWS6MK888Z2J2I76Y,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:54 PDT 2020,Tue Jul 07 06:51:56 PDT 2020,Fri Jul 10 06:51:56 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-1-1-1183529.nxml,3,"It occurs in a surgical model of CDH in which a hernia is physically created in an in utero lamb [47,48].",utero,457,462,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3WJGKMRWVI9RUI8AHNVW5G6NXA6CD9,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:32 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:32 PDT 2020,,,3EG49X351UCIYR2JOZO627CQLVWX6I,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:57 PDT 2020,Tue Jul 07 06:51:59 PDT 2020,Fri Jul 10 06:51:59 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Genet-6-_-1181811.nxml,3,We analyzed the sequence of each Tas2r allele in the parental strains (B6 and D2) and 29 RI lines.,allele,509,515,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3DTJ4WT8BDF9UHXK5WQOMWPT64TEZ3,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:30 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:30 PDT 2020,,,3JZQSN0I3QA3VY040IR68RP8B44FGC,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:51:59 PDT 2020,Tue Jul 07 06:52:02 PDT 2020,Fri Jul 10 06:52:02 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Dev Biol-6-_-1435744.nxml,3,The PcG proteins are transcriptional repressors that maintain gene silencing during development [28-30].,gene,581,585,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3IH9TRB0FBZOFQEYT47NFH39LINI1R,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:36 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:36 PDT 2020,,,3YZ8UPK3VTMFX4HPTLQM405WNZRCUY,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:02 PDT 2020,Tue Jul 07 06:52:04 PDT 2020,Fri Jul 10 06:52:04 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-2-8-509305.nxml,3,"We have employed the same approach to analyse the genetic basis of disease inheritance in the (129 √ó C57BL/6) hybrid strain, the most common genetic background in gene-targeted mice.",approach,483,491,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
388CL5C1RJN1927IGW7LZKB8JBDHL3,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:31 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:31 PDT 2020,,,3TOK3KHVJTIE8I2W6I62P8LT42C7ON,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:04 PDT 2020,Tue Jul 07 06:52:07 PDT 2020,Fri Jul 10 06:52:07 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-3-6-1904370.nxml,4,"Using PCR primers T3F and C11R, which should be more than 200 kb apart, we were able to amplify a fragment 953 bp in size using DNA from each of the three affected family members as template.",primers,633,640,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3NRZ1LDP7W6DR8MAEA6ZG8OXKBUZP8,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:21 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:21 PDT 2020,,,3OJSZ2ATDSWS08WE13A3G2L2N7757G,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:07 PDT 2020,Tue Jul 07 06:52:12 PDT 2020,Fri Jul 10 06:52:12 PDT 2020,,,,5,99% (388/391),100% (315/315),100% (315/315),biomed,Breast Cancer Res-3-5-138691.nxml,6,A BRC4 peptide was also reported to inhibit the RAD51‚ÄìDNA interaction.,peptide,952,959,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3X878VYTIEIIGLRAHCIBDUHU8CVF7U,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:34 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:34 PDT 2020,,,3Z2R0DQ0JHELAQS16SMBO5A7PKK2EY,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:12 PDT 2020,Tue Jul 07 06:52:16 PDT 2020,Fri Jul 10 06:52:16 PDT 2020,,,,4,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Struct Biol-3-_-280685.nxml,2,"Design of inhibitors specific for CLN2 should incorporate the features that have been proven to be important for the related enzymes, such as the placement of an aldehyde functionality capable of making covalent interactions with the catalytic serine, or the utilization of chloromethyl ketone for the same purpose.",ketone,506,512,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3LAZVA75NIR50X7XA3K64X90PX02ON,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:34 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:34 PDT 2020,,,33M4IA01QG1BKA03GNR4D23MHIAXRG,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:16 PDT 2020,Tue Jul 07 06:52:20 PDT 2020,Fri Jul 10 06:52:20 PDT 2020,,,,4,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Biochem-4-_-194730.nxml,3,"Furthermore, annexin A7 associates with lipid rafts [7].",lipid,457,462,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3SSN80MU8CONBMPF00D6N6MNI1QXK8,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:34 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:34 PDT 2020,,,3H8DHMCCW9BBZ0IRZ3HVIJEG685DK2,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:20 PDT 2020,Tue Jul 07 06:52:22 PDT 2020,Fri Jul 10 06:52:22 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-1-6-1342629.nxml,10,"However, it is still possible, that a mild impairment in Sam68‚àí/‚àí mice osteoclast function may manifest itself later in life in overall accumulation of bone and this will require further detailed studies.",impairment,1417,1427,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3087LXLJ6MG4YARQWDX2YF770YP0FF,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:35 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:35 PDT 2020,,,384PI804XS1FOZU5S022UYL7TD90SD,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:22 PDT 2020,Tue Jul 07 06:52:25 PDT 2020,Fri Jul 10 06:52:25 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Dev Biol-5-_-1208873.nxml,2,"Huntingtin's large number of diverse cytoplasmic and nuclear protein binding partners strongly suggest that huntingtin may participate in a variety of cellular processes that range from trafficking of growth factor complexes to gene transcription (reviewed in [5,8,9].",gene,414,418,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
338GLSUI43B4ZJB25FGM8LDQVQ7SFT,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:20 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:20 PDT 2020,,,30IQTZXKAK6NKGG4MA8PT62Z8SB0XL,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:25 PDT 2020,Tue Jul 07 06:52:28 PDT 2020,Fri Jul 10 06:52:28 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Med-2-_-516044.nxml,4,It is conceivable that pendrin dysfunction favors changes in the expression levels of proteins that are critical for the maintenance of the hearing function.,hearing,569,576,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3HEADTGN2PSHU1XFQ5LL0XBGXICRVS,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:12 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:12 PDT 2020,,,3IAS3U3I0FGN3NGHW1KLNX4MMN7B27,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:28 PDT 2020,Tue Jul 07 06:52:31 PDT 2020,Fri Jul 10 06:52:31 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Dev Biol-6-_-1435744.nxml,8,"However, the repressive effect was more significant when DBD-tail, which does not contain SAM domain, was co-introduced with the 5xGAL4-pGL3 reporter plasmid.",SAM,1215,1218,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3OJX0UFJ0Z7BDMCTRYBUDQ93DPY9UZ,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:36 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:36 PDT 2020,,,3IOEN3P9S7JA8QHQH63Z7Y8PGGI16V,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:31 PDT 2020,Tue Jul 07 06:52:34 PDT 2020,Fri Jul 10 06:52:34 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-3-4-1074790.nxml,2,"However, the necessity of PGC-1Œ± for energy metabolic homeostasis, mitochondrial biogenesis, development, and growth can only be addressed using loss-of-function strategies.",energy,178,184,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3R16PJFTS3RWDK15GPB1QVPPP6M4K1,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:19 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:19 PDT 2020,,,3YWRV122CSZDL1RCC9AH2E9DX868UO,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:34 PDT 2020,Tue Jul 07 06:52:37 PDT 2020,Fri Jul 10 06:52:37 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Struct Biol-3-_-280685.nxml,2,"Design of inhibitors specific for CLN2 should incorporate the features that have been proven to be important for the related enzymes, such as the placement of an aldehyde functionality capable of making covalent interactions with the catalytic serine, or the utilization of chloromethyl ketone for the same purpose.",features,281,289,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3FVBZG9CLJEOC6IWR3L210JKGD20HD,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:35 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:35 PDT 2020,,,3OS4RQUCR9F74HSTKWZS7GYBVRCBFR,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:37 PDT 2020,Tue Jul 07 06:52:40 PDT 2020,Fri Jul 10 06:52:40 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-2-10-509410.nxml,6,The ability of PPARŒ¥ to stimulate mitochondrial biogenesis and oxidative function suggests that PPARŒ¥ could be important for control of insulin resistance during normal aging.,resistance,755,765,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3SR6AEG6W5TL91EHZBWBTSD4SQHHYV,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:34 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:34 PDT 2020,,,3JNQLM5FT4MZGW2TNE9F100RYHLL24,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:40 PDT 2020,Tue Jul 07 06:52:43 PDT 2020,Fri Jul 10 06:52:43 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-1-6-1342629.nxml,8,"However, this reduction in bone resorption occurred with normal osteoclast activity, as assessed by in vitro culturing.",bone,1188,1192,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
34R0BODSP1ZBN3DVY8J8XSIY55L5EN,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:34 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:34 PDT 2020,,,3K9FOBBF2HJV5IRM9X7ZTO3P9CCNLX,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:44 PDT 2020,Tue Jul 07 06:52:46 PDT 2020,Fri Jul 10 06:52:46 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Dev Biol-5-_-1208873.nxml,4,"Complete lack of huntingtin results in developmental arrest during gastrulation, while severe reduction of huntingtin levels results in abnormal neurogenesis and perinatal lethality [15].",arrest,514,520,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3WYZV0QBFJDMIJLLUN0DO33XV7HXBO,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:29 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:29 PDT 2020,,,3DR23U6WE5EFUPMEP767PSJXPXXET2,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:46 PDT 2020,Tue Jul 07 06:52:49 PDT 2020,Fri Jul 10 06:52:49 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-3-4-1074790.nxml,6,"The basis for the observed abnormalities of cardiac heart rate, including a blunted response to Œ≤-adrenergic stimulation, is unknown, but could be related to the effects of late-stage growth arrest and corresponding derangements in energy metabolism on sinus node function.",energy,828,834,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3J9L0X0VDFMO5Q1YMYQVVEU0Y599WY,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:37 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:37 PDT 2020,,,3P529IW9KYLJHQE5B9OMLJUG7LQLFO,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:49 PDT 2020,Tue Jul 07 06:52:52 PDT 2020,Fri Jul 10 06:52:52 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-5-7-1914394.nxml,6,"Thus, it is controversial whether E2f3 is required for apoptosis of any Rb KO cell type.",KO,619,621,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3LEG2HW4UFNBUKU4B01GH30MXW9F2E,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:32 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:32 PDT 2020,,,3WOKGM4L71G0Q72CLJLTATB6WO6O04,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:52 PDT 2020,Tue Jul 07 06:52:55 PDT 2020,Fri Jul 10 06:52:55 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Dev Biol-6-_-1435744.nxml,7,"While we did not address the question whether the SAM domain of mr-s forms a polymeric structure in the present study, the phylogenetic analysis of SAM domain of mr-s and other SAM domain-containing molecules suggests that mr-s can form head-to-tail polymer and mediate gene silencing by spreading repressive complexes along the chromatin similar to ph and/or TEL.",silencing,1091,1100,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3U18MJKL1UM0GUZN6H9Z1LIHBE8CNR,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:37 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:37 PDT 2020,,,3ITXP059PWJMQ5VRE8C8C303SMFJS3,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:55 PDT 2020,Tue Jul 07 06:52:58 PDT 2020,Fri Jul 10 06:52:58 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-4-6-1475681.nxml,4,"In those two misexpression cases,      Sox9 expression may have been artificially sustained by exogenous regulatory sequences that bypass the fine dosage balance in this signaling network.",dosage,813,819,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
33P2GD6NRNSQPWP0VWVKKKYTUB8HK0,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:30 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:30 PDT 2020,,,3I7DHKZYGN05F1BKJM8F4UYJLVQF5U,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:52:58 PDT 2020,Tue Jul 07 06:53:01 PDT 2020,Fri Jul 10 06:53:01 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,Nucleic Acids Res-33-18-1253828.nxml,5,"In the proximal tubule cells of the rat kidney, a partial loss of actin and the actin-bundling protein villin is observed upon cadmium treatment, as well as the derangement and depolymerization of microtubules (60).",derangement,833,844,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
